Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
06T10fEzN8ZCcqzQZYA184,"6deZN1bslXzeGvOLaLMOIF","Gotta Be Somebody","Dark Horse","Nickelback",2008-10-28,252653,67,spotify:user:113227433,2015-10-10T21:16:09Z,"alternative metal,canadian rock,post-grunge",0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,4
1xQZtbipNLyP0e0hihE5F5,"6deZN1bslXzeGvOLaLMOIF","I'd Come for You","Dark Horse","Nickelback",2008-10-28,262626,59,spotify:user:113227433,2015-10-10T21:16:09Z,"alternative metal,canadian rock,post-grunge",0.489,0.748,2,-5.488,1,0.0311,0.033,0,0.144,0.385,147.998,4
4QJLKU75Rg4558f4LbDBRi,"6deZN1bslXzeGvOLaLMOIF","If Today Was Your Last Day","Dark Horse","Nickelback",2008-10-28,249066,71,spotify:user:113227433,2015-10-10T21:16:09Z,"alternative metal,canadian rock,post-grunge",0.485,0.911,3,-5.749,1,0.0355,0.0000867,0,0.092,0.568,89.956,4
3hb2ScEVkGchcAQqrPLP0R,"6deZN1bslXzeGvOLaLMOIF","Photograph","All the Right Reasons","Nickelback",2005-09-26,258920,69,spotify:user:113227433,2015-10-10T21:16:14Z,"alternative metal,canadian rock,post-grunge",0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,4
2cKCSngj4rdMI9K1deFJOe,"6deZN1bslXzeGvOLaLMOIF","Rockstar","All the Right Reasons","Nickelback",2005-09-26,255520,54,spotify:user:113227433,2015-10-10T21:16:14Z,"alternative metal,canadian rock,post-grunge",0.618,0.908,0,-3.369,1,0.0402,0.0522,0,0.313,0.712,144.081,4
0yo0yBf0SCt6bSStga0V27,"6deZN1bslXzeGvOLaLMOIF","Should've Listened","The Long Road","Nickelback",2003-09-23,222813,44,spotify:user:113227433,2015-10-10T21:16:20Z,"alternative metal,canadian rock,post-grunge",0.535,0.651,9,-5.008,1,0.0352,0.00319,0,0.246,0.459,159.972,4
1dqKc8AorLTH5spn4sYCgs,"6deZN1bslXzeGvOLaLMOIF","Good Times Gone","Silver Side Up","Nickelback",2001-09-11,318106,43,spotify:user:113227433,2015-10-10T21:16:24Z,"alternative metal,canadian rock,post-grunge",0.344,0.813,0,-6.697,1,0.0611,0.00394,0.00177,0.217,0.125,158.068,4
71oGdQQESD9DIpMeAAQaDH,"1csBgT42N4pPPs1HJhxXIK","Route 12","Revolutionary Road","Thomas Newman",2008-12-19,143146,29,spotify:user:113227433,2015-10-11T00:29:00Z,"orchestral soundtrack,soundtrack",0.134,0.117,9,-15.747,1,0.0399,0.962,0.91,0.0892,0.0428,174.277,3
0U4f07bTcSDUojZlv77WV6,"1csBgT42N4pPPs1HJhxXIK","Simple Clean Lines","Revolutionary Road","Thomas Newman",2008-12-19,91506,18,spotify:user:113227433,2015-10-11T00:31:24Z,"orchestral soundtrack,soundtrack",0.127,0.126,2,-19.47,1,0.0398,0.97,0.892,0.0777,0.0398,178.385,3
25SiY49fwllqAsLpyLRJuV,"1csBgT42N4pPPs1HJhxXIK","The Bright Young Man","Revolutionary Road","Thomas Newman",2008-12-19,211133,18,spotify:user:113227433,2015-10-11T00:31:29Z,"orchestral soundtrack,soundtrack",0.224,0.0991,1,-20.97,1,0.0338,0.964,0.95,0.0946,0.0432,145.862,3
4fhkbDNaRcNedW9lXxHfeh,"1csBgT42N4pPPs1HJhxXIK","Revolutionary Road (End Title)","Revolutionary Road","Thomas Newman",2008-12-19,294013,30,spotify:user:113227433,2015-10-11T00:33:04Z,"orchestral soundtrack,soundtrack",0.18,0.249,9,-13.71,1,0.0333,0.942,0.954,0.0647,0.0386,96.31,3
6Knv6wdA0luoMUuuoYi2i1,"0jnsk9HBra6NMjO2oANoPY","My House","My House","Flo Rida",2015-04-07,192190,80,spotify:user:113227433,2015-10-14T10:42:58Z,"dance pop,miami hip hop,pop,pop rap",0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,4
1tYt8PbpbeTuqsNmprAZYY,"46GXASE9LHzyssNqKOInUu","Dessert","Dessert","Dawin",2015-03-13,210983,0,spotify:user:113227433,2015-10-14T23:13:14Z,"nyc pop",0.868,0.679,6,-6.941,1,0.0397,0.0799,0.00000122,0.0504,0.75,97.012,4
6HLCVehHqmuAiTMVtyuZ7e,"73sIBHcqh3Z3NyqHKZ7FOL","Sunrise","Camp (Deluxe Edition)","Childish Gambino",2011,220293,0,spotify:user:113227433,2015-10-19T14:24:19Z,"atl hip hop,hip hop,rap",0.362,0.677,7,-6.167,1,0.0659,0.0122,0,0.0915,0.183,83.067,4
1MDoll6jK4rrk2BcFRP5i7,"4dpARuHxo51G3z768sgnrY","Hello","Hello","Adele",2015-10-23,295502,1,spotify:user:113227433,2015-10-25T22:28:24Z,"british soul,pop,pop soul,uk pop",0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,4
1XkFtuJTzttOXoUh1OULxV,"0HlxL5hisLf59ETEPM3cUA","Behind the Cow","20 Years of Hardcore","Scooter",2013-10-11,214480,0,spotify:user:113227433,2015-10-28T23:11:24Z,"eurodance,german techno,hamburg electronic,happy hardcore",0.295,0.986,6,-5.359,1,0.287,0.000909,0.215,0.324,0.237,139.98,4
550JPXXPgjr1xqxtKIaX6b,"1BH45DVSTeGBvcYXNCd67g","Ante Up (Robbin Hoodz Theory)","Warriorz","M.O.P.",2000-08-29,248693,58,spotify:user:113227433,2015-10-28T23:27:19Z,"east coast hip hop,hardcore hip hop",0.699,0.793,1,-4.856,1,0.268,0.00514,0.00000275,0.7,0.929,94.138,4
4D6avA5hfReau7AxQUrje7,"0HlxL5hisLf59ETEPM3cUA","J'adore Hardcore - Radio Edit","J'adore Hardcore","Scooter",2009-09-07,227811,0,spotify:user:113227433,2015-10-28T23:31:48Z,"eurodance,german techno,hamburg electronic,happy hardcore",0.498,0.934,7,-4.896,1,0.055,0.00866,0.0183,0.695,0.21,149.935,4
1WP1r7fuvRqZRnUaTi2I1Q,"7n2wHs1TKAczGzO7Dd2rGr","Stitches","Handwritten (Deluxe)","Shawn Mendes",2015-04-13,206880,0,spotify:user:113227433,2015-10-29T11:21:58Z,"canadian pop,pop,viral pop",0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,4
6uNMaXc6EKmpNgRkmayiT6,"7HhAblMGRqtFO3xKWAUCqT,2dLV7XbmxkK7LnstElkrlE","My Drug (feat. LAYTH)","My Drug (feat. LAYTH) - Single","Matthew Nash,LAYTH",2015-08-19,225651,0,spotify:user:113227433,2015-10-29T23:12:00Z,"",0.739,0.882,9,-4.404,0,0.0671,0.00654,0,0.137,0.386,123.959,4
1dsndFSRXSoQFLjSJ6uPpG,"5CCwRZC6euC8Odo6y9X8jr","How We Do (Party)","ORA Deluxe","Rita Ora",2012-08-27,247026,47,spotify:user:113227433,2015-10-31T11:38:30Z,"dance pop,pop,uk pop",0.738,0.922,7,-3.94,1,0.0833,0.0034,0,0.0986,0.689,116.024,4
2GpHJb7xGNBaIDTrBxjIu6,"1uNFoZAHBGtllmzznpCI3s","Sorry","Sorry","Justin Bieber",2015-10-23,200786,0,spotify:user:113227433,2015-10-31T21:45:47Z,"canadian pop,pop",0.665,0.759,0,-3.694,0,0.0399,0.0767,0,0.313,0.389,99.992,4
6WLS56xiRrXjSm9RSdL3zD,"1Xylc3o4UrD53lo9CvFvVg,7uMh23xWiuR7zsNkuNcm2G","Never Forget You","Never Forget You","Zara Larsson,MNEK",2015-09-10,213427,0,spotify:user:113227433,2015-10-31T21:46:40Z,"pop,scandipop,swedish electropop,swedish pop,house,pop dance,uk contemporary r&b,uk dance,uk pop",0.583,0.732,11,-5.728,0,0.0457,0.00312,0.00000986,0.269,0.276,145.992,4
5tf1VVWniHgryyumXyJM7w,"3t5xRXzsuZmMDkQzgOX35S,5X1JzPIIonP3u9lA580pPT","Sugar (feat. Francesco Yates)","Sugar","Robin Schulz,Francesco Yates",2015-09-25,219043,80,spotify:user:113227433,2015-10-31T21:48:02Z,"deep euro house,deep house,edm,german dance,pop dance,tropical house,canadian pop",0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4
0r4SsYcwvd8URat6AS2m6f,"1Xylc3o4UrD53lo9CvFvVg","Lush Life","Lush Life","Zara Larsson",2015-06-09,201122,0,spotify:user:113227433,2015-10-31T21:48:34Z,"pop,scandipop,swedish electropop,swedish pop",0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,4
5MMp4HNtX6T2xT9w6Xmaxn,"1IueXOQyABrMOprrzwQJWN","Easy Love","Easy Love","Sigala",2015-08-21,227709,37,spotify:user:113227433,2015-10-31T21:49:05Z,"dance pop,edm,pop dance,uk dance,uk pop",0.694,0.955,9,-2.872,1,0.0676,0.256,0.000874,0.138,0.713,123.982,4
35x49sCnLKXQhJ56nvTS3A,"2rR0cafJvL0JVTC8E2qIqt","Levitate Me","Levitate Me","Saveus",2015-10-16,199092,0,spotify:user:113227433,2015-10-31T21:49:53Z,"danish pop",0.523,0.627,4,-6.09,1,0.033,0.0648,0.00000562,0.0705,0.199,92.041,4
0yKXxMgfRpYzVeIbPZss5B,"2wUjUUtkb5lvLKcGKsKqsR","Here","Here","Alessia Cara",2015-04-30,200226,0,spotify:user:113227433,2015-10-31T21:53:16Z,"canadian contemporary r&b,canadian pop,pop",0.382,0.816,0,-3.957,1,0.09,0.0867,0,0.0649,0.34,119.587,4
61mWefnWQOLf90gepjOCb3,"05fG473iIaoy82BF1aGhL8","Duality","Vol. 3: The Subliminal Verses","Slipknot",2004,252613,82,spotify:user:113227433,2015-11-02T23:11:02Z,"alternative metal,nu metal,rap metal,rock",0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
6bPzB2rrTtMp2bLDRK9siQ,"0NxhAEPOSeCg6vypFr7yjU","Who You Are","The Covers, Vol. 2","Madilyn Bailey",2012-05-06,193072,0,spotify:user:113227433,2015-11-12T22:37:46Z,"channel pop,viral pop",0.528,0.258,8,-9.301,1,0.0314,0.701,0,0.116,0.266,129.766,4
4YaJoXWIRZnPB90Je68WmN,"74HomvqoUecDcUPRespyqg","Søn Af En Pistol","De Bedste Til Smatten","Suspekt",2015-06-01,204268,0,spotify:user:113227433,2015-11-15T20:13:24Z,"danish hip hop,danish pop",0.49,0.781,7,-5.58,1,0.323,0.000463,0.0245,0.149,0.432,108.131,5
7cj7vEylXFN6Lfjj183A3f,"4xRYI6VqpkE3UwrDrAZL8L","Buried Alive","Under Pressure (Deluxe)","Logic",2014-10-21,337746,0,spotify:user:113227433,2015-11-16T00:48:55Z,"conscious hip hop,hip hop,pop rap,rap",0.759,0.826,3,-6.627,0,0.0613,0.0977,0.0000207,0.275,0.545,139.943,4
4lfpx2dW8CAmgspr13m2qS,"4xRYI6VqpkE3UwrDrAZL8L,5G1ozOoTwFiVTKjYMj1HAJ","Young Jesus","Young Jesus","Logic,Big Lenbo",2015-09-22,214893,0,spotify:user:113227433,2015-11-16T19:56:07Z,"conscious hip hop,hip hop,pop rap,rap",0.666,0.906,10,-3.346,0,0.19,0.0824,0,0.0614,0.4,95.133,4
3pLyXvLtqWXA6Xzeq9PoCX,"4xRYI6VqpkE3UwrDrAZL8L,0c173mlxpT3dSFRgMO8XPh","Alright","Under Pressure (Deluxe)","Logic,Big Sean",2014-10-21,218280,0,spotify:user:113227433,2015-11-16T19:56:09Z,"conscious hip hop,hip hop,pop rap,rap,detroit hip hop,r&b,trap",0.801,0.691,11,-5.27,1,0.0491,0.05,0.00000649,0.0763,0.134,127.041,4
4IGCJDDDEImKxhA19zxEAf,"4xRYI6VqpkE3UwrDrAZL8L","Under Pressure","Under Pressure","Logic",2014-09-16,229213,0,spotify:user:113227433,2015-11-16T20:04:11Z,"conscious hip hop,hip hop,pop rap,rap",0.67,0.884,1,-5.433,1,0.235,0.112,0,0.208,0.643,168.075,4
34ss352Tteyb472m8wIM3I,"4xRYI6VqpkE3UwrDrAZL8L","Till The End","Under Pressure (Deluxe)","Logic",2014-10-21,312360,0,spotify:user:113227433,2015-11-16T20:04:13Z,"conscious hip hop,hip hop,pop rap,rap",0.596,0.737,1,-6.25,1,0.253,0.199,0,0.086,0.185,151.946,4
7o36Aeu28yWmSkjgB8pRLm,"4xRYI6VqpkE3UwrDrAZL8L","Nikki","Under Pressure (Deluxe)","Logic",2014-10-21,203506,0,spotify:user:113227433,2015-11-16T20:09:58Z,"conscious hip hop,hip hop,pop rap,rap",0.669,0.721,10,-7.507,0,0.0315,0.06,0,0.147,0.618,98.044,4
2ay1447r5ceIDovoIYDnCN,"4xRYI6VqpkE3UwrDrAZL8L","Gang Related","Under Pressure (Deluxe)","Logic",2014-10-21,167320,0,spotify:user:113227433,2015-11-16T20:31:07Z,"conscious hip hop,hip hop,pop rap,rap",0.601,0.86,10,-7.188,0,0.0419,0.217,0.0064,0.317,0.741,131.898,4
5yzJNB0fHoP6V4f3ddpqv4,"74HomvqoUecDcUPRespyqg","Hun Er På Mig","De Bedste Til Smatten","Suspekt",2015-06-01,227093,0,spotify:user:113227433,2015-11-16T20:32:14Z,"danish hip hop,danish pop",0.589,0.521,3,-7,1,0.445,0.337,0,0.141,0.557,86.701,4
0KcknnFoaJlY4bFxzGRovD,"74HomvqoUecDcUPRespyqg","Klaus Pagh","De Bedste Til Smatten","Suspekt",2015-06-01,203480,0,spotify:user:113227433,2015-11-16T20:32:43Z,"danish hip hop,danish pop",0.698,0.764,1,-5.823,1,0.113,0.025,0.000113,0.472,0.573,92.033,4
7LKIeHaJ7no5UqsWO4jQaC,"74HomvqoUecDcUPRespyqg","Sut Den Op Fra Slap","De Bedste Til Smatten","Suspekt",2015-06-01,156014,0,spotify:user:113227433,2015-11-16T20:32:59Z,"danish hip hop,danish pop",0.757,0.678,11,-5.976,1,0.172,0.0397,0,0.295,0.404,130.05,4
28n5ZokbBwRke2JxhteOW7,"74HomvqoUecDcUPRespyqg","Klam Fyr","De Bedste Til Smatten","Suspekt",2015-06-01,161853,0,spotify:user:113227433,2015-11-16T20:33:04Z,"danish hip hop,danish pop",0.668,0.414,1,-13.585,1,0.365,0.0123,0.00000125,0.0982,0.339,106.539,4
0TVJKYltWFpXSC6B0asrJM,"74HomvqoUecDcUPRespyqg","S.U.S.P.E.K.T.","De Bedste Til Smatten","Suspekt",2015-06-01,178013,0,spotify:user:113227433,2015-11-16T20:33:09Z,"danish hip hop,danish pop",0.753,0.556,10,-6.921,0,0.167,0.548,0.00544,0.111,0.495,92.129,4
1IQAOnQMPaonBkJ2K7hYKQ,"74HomvqoUecDcUPRespyqg","Skudtæt","De Bedste Til Smatten","Suspekt",2015-06-01,210520,0,spotify:user:113227433,2015-11-16T20:33:09Z,"danish hip hop,danish pop",0.572,0.678,2,-6.472,1,0.464,0.249,0,0.204,0.477,78.997,4
1QqGLcUNYeM0ix2W8Jq2PW,"74HomvqoUecDcUPRespyqg","Fuck Af","De Bedste Til Smatten","Suspekt",2015-06-01,260513,0,spotify:user:113227433,2015-11-16T20:33:09Z,"danish hip hop,danish pop",0.836,0.602,11,-7.35,0,0.312,0.465,0.0000264,0.162,0.609,95.002,4
0k6N5XdICbqEo8CUyj54zQ,"6CteMUxgJfozfwoRGRtCDs","Singlepik","De Bedste Til Smatten","Orgi-E",2015-06-01,185066,0,spotify:user:113227433,2015-11-16T20:33:09Z,"danish hip hop,danish pop",0.621,0.864,3,-7.276,0,0.344,0.162,0,0.0981,0.87,98.962,4
0GxSE6kPfaLRRNpJZZeBiy,"74HomvqoUecDcUPRespyqg,5OEswjneEc06Bltc6wE0wQ","Danmark","De Bedste Til Smatten","Suspekt,Jooks",2015-06-01,238093,0,spotify:user:113227433,2015-11-16T20:33:09Z,"danish hip hop,danish pop",0.663,0.948,6,-5.643,0,0.376,0.143,0.0000927,0.484,0.284,131.594,4
4EgY8BYdwExrHAo8ox3xXJ,"74HomvqoUecDcUPRespyqg","Jazzmælk (Til Alle Mine Piger)","V","Suspekt",2013-09-08,250840,18,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.56,0.4,8,-13.433,1,0.358,0.628,0,0.256,0.433,77.822,4
5bfYst2DySm31dOySiu2Z7,"74HomvqoUecDcUPRespyqg","Hvor Fuck Er Mit Jernrør","V","Suspekt",2013-09-08,259399,16,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.35,0.931,1,-6.113,1,0.372,0.327,0.00382,0.376,0.496,146.374,4
6LsJuq4wCAIwU3H8BigsRD,"74HomvqoUecDcUPRespyqg","Fransk","V","Suspekt",2013-09-08,151533,12,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.409,0.878,7,-8.141,0,0.291,0.81,0.0000387,0.167,0.137,136.229,4
0LA5i2rWsvJQorD6qZO3WP,"74HomvqoUecDcUPRespyqg","Bollede Hende I Går","V","Suspekt",2013-09-08,228893,29,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.543,0.671,4,-6.636,0,0.0653,0.0623,0.000216,0.379,0.522,67.461,4
2qwmtE38Uyr32GVxDW6eFW,"74HomvqoUecDcUPRespyqg","Vogn Ninnerfyrre Pt. 49","V","Suspekt",2013-09-08,230586,16,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.576,0.626,1,-5.062,1,0.072,0.000617,0.0000537,0.933,0.138,86.878,4
7qxnnmrdoY4QWdtIvYC4do,"74HomvqoUecDcUPRespyqg","Pacific Palisades","V","Suspekt",2013-09-08,317026,11,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.779,0.614,8,-9.785,1,0.131,0.31,0,0.309,0.405,118.965,4
5xZ0GNSYKcqcXQTVYRk8ON,"74HomvqoUecDcUPRespyqg","Svulstig","V","Suspekt",2013-09-08,146173,12,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.583,0.736,1,-4.645,1,0.0464,0.0498,0,0.0718,0.303,87.012,4
5OLVLlRk9HVNp2qdiJmYin,"74HomvqoUecDcUPRespyqg,5OEswjneEc06Bltc6wE0wQ","Åndsvag","V","Suspekt,Jooks",2013-09-08,272680,15,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.502,0.652,0,-8.169,1,0.063,0.0347,0,0.424,0.444,71.973,4
7F6gSMmybh5Dy3yWgoWlP6,"74HomvqoUecDcUPRespyqg","Problemer","V","Suspekt",2013-09-08,248866,13,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.621,0.67,1,-8.219,1,0.346,0.163,0.0000251,0.0869,0.515,76.367,4
6M9Q09IsEH0HLnGZGOAUng,"74HomvqoUecDcUPRespyqg","Knepper Dig Til Techno","V","Suspekt",2013-09-08,205600,36,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.524,0.792,5,-7.281,0,0.301,0.00551,0,0.198,0.495,132.887,4
4nScK7BMjedSH5RW6iipiy,"74HomvqoUecDcUPRespyqg","Tusindårsfalken","V","Suspekt",2013-09-08,158813,17,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.404,0.613,1,-6.712,1,0.289,0.0102,0.0000473,0.213,0.402,167.898,3
08NRSC1DhZeDJadbLhesFZ,"74HomvqoUecDcUPRespyqg","Sovset Ind I Livet","V","Suspekt",2013-09-08,258986,21,spotify:user:113227433,2015-11-16T20:34:48Z,"danish hip hop,danish pop",0.393,0.861,11,-5.799,0,0.619,0.0394,0.0000116,0.355,0.417,98.454,5
6WAJ7kdixvBsEVIBPLT25v,"74HomvqoUecDcUPRespyqg","Brænder Byen Ned","Elektra","Suspekt",2011-01-01,212813,32,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.62,0.923,8,-7.354,1,0.482,0.0272,0.0000238,0.657,0.346,93.962,4
4ghxCnPqyUK52ui4C7pFSK,"74HomvqoUecDcUPRespyqg","Ruller Tungt","Elektra","Suspekt",2011-01-01,187333,33,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.702,0.678,11,-6.644,0,0.0606,0.0308,0.0000451,0.279,0.498,149.984,4
7ufFiZImeD5NPOWdoGllRy,"74HomvqoUecDcUPRespyqg","Far Gir En Is","Elektra","Suspekt",2011-01-01,124120,18,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.493,0.838,4,-5.551,0,0.395,0.0295,0,0.0371,0.718,136.245,4
0VxuoL0kK0SdZwvyc2uINI,"74HomvqoUecDcUPRespyqg","Elektra","Elektra","Suspekt",2011-01-01,227226,23,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.61,0.842,6,-5.051,1,0.222,0.0303,0,0.388,0.169,90.863,4
5ybujObJcKYZacDS5V2Qci,"74HomvqoUecDcUPRespyqg","Vi Ses I helvede","Elektra","Suspekt",2011-01-01,206320,32,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.628,0.86,10,-4.539,1,0.0904,0.0534,0,0.32,0.405,159.999,4
39UiPczIH1udZPfkSImXL4,"74HomvqoUecDcUPRespyqg","Nyt Pas","Elektra","Suspekt",2011-01-01,313400,17,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.631,0.482,9,-8.31,0,0.0617,0.284,0.0832,0.139,0.272,133.958,4
4M6oRibIX0ZRz1TpSrBKOo,"74HomvqoUecDcUPRespyqg","The Valley","Elektra","Suspekt",2011-01-01,205920,33,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.738,0.865,10,-5.297,0,0.114,0.00375,0.00576,0.0506,0.489,124.975,4
5KdGFrFJLFfrNdfMIArNPB,"74HomvqoUecDcUPRespyqg","Weekend Kriger","Elektra","Suspekt",2011-01-01,184586,15,spotify:user:113227433,2015-11-16T20:34:51Z,"danish hip hop,danish pop",0.523,0.987,11,-2.47,0,0.205,0.00572,0,0.661,0.377,131.227,5
36oKwN1SKSnVmKOYQCXNun,"74HomvqoUecDcUPRespyqg","Prima Nocte","Prima Nocte","Suspekt",2007-01-01,150613,43,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.478,0.801,5,-6.172,0,0.316,0.596,0,0.736,0.495,131.826,5
4XNxIEYsEjK2Cu67brXBGq,"74HomvqoUecDcUPRespyqg","Proletar (Hvor Jeg Står)","Prima Nocte","Suspekt",2007-01-01,233280,53,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.663,0.761,1,-5.46,1,0.283,0.462,0,0.329,0.629,74.647,4
0wvBzyVmJQKqEblO3MmEw6,"74HomvqoUecDcUPRespyqg","Rådne Minder","Prima Nocte","Suspekt",2007-01-01,273040,26,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.689,0.662,11,-7.398,0,0.518,0.815,0.00000103,0.678,0.701,79.123,1
5Nd8YArcWBt9745LxYYrSG,"74HomvqoUecDcUPRespyqg","Din Største Fan","Prima Nocte","Suspekt",2007-01-01,191973,23,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.488,0.49,8,-6.26,1,0.203,0.508,0,0.255,0.121,87.614,4
4HtIZZ5V94YQ0uRiN2Q3aM,"74HomvqoUecDcUPRespyqg","Nulpunktet","Prima Nocte","Suspekt",2007-01-01,306546,22,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.687,0.551,2,-6.198,1,0.357,0.765,0.0000058,0.526,0.702,80.029,4
69DJZveTdkBBMxSi18F9S9,"74HomvqoUecDcUPRespyqg","Stikkeren Er Et Kamera","Prima Nocte","Suspekt",2007-01-01,247173,20,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.693,0.86,9,-5.617,1,0.304,0.0405,0.000481,0.11,0.247,157.898,4
4Lf5THf3QWYQP4OPvjslMx,"74HomvqoUecDcUPRespyqg","Det Ikk Vores","Prima Nocte","Suspekt",2007-01-01,252760,25,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.784,0.72,10,-3.095,1,0.247,0.666,0,0.682,0.289,103.5,4
5nTx0piGCq01VA7Xn1bGAs,"74HomvqoUecDcUPRespyqg","Amore Infelice","Prima Nocte","Suspekt",2007-01-01,238800,45,spotify:user:113227433,2015-11-16T20:34:54Z,"danish hip hop,danish pop",0.817,0.715,2,-6.899,0,0.1,0.478,0,0.0973,0.795,115.954,4
5wX9Yz8TDSYW1wvNkOnzEP,"74HomvqoUecDcUPRespyqg","Fuck Folk","Ingen Slukker The Stars","Suspekt",2003,180506,23,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.665,0.709,4,-6.439,0,0.429,0.112,0,0.556,0.633,95.794,4
122uqFFFmAtjqLN9UB2103,"74HomvqoUecDcUPRespyqg","En Vej","Ingen Slukker The Stars","Suspekt",2003,205453,19,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.722,0.58,5,-6.215,0,0.188,0.589,0.00000442,0.135,0.541,85.995,4
65KQO1HbWbzIgzwe2jc0Iz,"74HomvqoUecDcUPRespyqg","Fat Det!","Ingen Slukker The Stars","Suspekt",2003,198920,19,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.644,0.756,8,-6.027,0,0.206,0.162,0,0.0606,0.669,90.559,4
59LaZ4XSglfwikIaDjSzC8,"74HomvqoUecDcUPRespyqg","Fuckd Up Og Misforstået","Ingen Slukker The Stars","Suspekt",2003,260053,19,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.684,0.553,0,-10.564,0,0.351,0.389,0.00000391,0.106,0.597,90.03,4
06wwnm13VWt3EjCYykyGC3,"74HomvqoUecDcUPRespyqg","Fuck Rap","Ingen Slukker The Stars","Suspekt",2003,220333,15,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.456,0.394,9,-10.958,1,0.0353,0.24,0.371,0.279,0.532,156.966,4
7x5d56mvPPYlT1jNEk7hxg,"74HomvqoUecDcUPRespyqg","Vogn-Ninerfyrre part 3","Ingen Slukker The Stars","Suspekt",2003,183813,19,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.415,0.932,11,-4.705,0,0.62,0.0954,0,0.0949,0.519,186.333,4
5P8ff73h6HZiV1Ph46qEFJ,"74HomvqoUecDcUPRespyqg","Dagen Efter","Ingen Slukker The Stars","Suspekt",2003,270320,18,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.531,0.817,1,-5.826,1,0.283,0.215,0.00000125,0.308,0.442,84.189,4
6ux9AOWkeSZRHfRrwYD3Q8,"74HomvqoUecDcUPRespyqg","Sut Min Pik, Ikk'","Ingen Slukker The Stars","Suspekt",2003,416413,18,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.73,0.535,1,-7.774,1,0.511,0.329,0,0.321,0.723,95.853,4
62lE2YaekNymt2c45FdXoA,"74HomvqoUecDcUPRespyqg","Kræs For Kendere","Ingen Slukker The Stars","Suspekt",2003,229293,16,spotify:user:113227433,2015-11-16T20:35:16Z,"danish hip hop,danish pop",0.761,0.51,3,-6.148,0,0.116,0.609,0.0000011,0.18,0.456,89.012,4
